STORE,UPC,WEEK,MOVE,QTY,PRICE,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,1660051312,1,33,1,1.19,B,13.45,1,3FF30A3D70A3D70A,402AE66666666666,27163.0,1.029945
100,1660051312,2,20,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,33241.0,1.350018
100,1660051312,3,5,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,26796.0,1.350018
100,1660051312,4,27,1,1.19,B,13.45,1,3FF30A3D70A3D70A,402AE66666666666,31128.0,1.029945
100,1660051312,5,8,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,29215.0,1.350018
100,1660051312,6,32,1,1.19,,13.45,1,3FF30A3D70A3D70A,402AE66666666666,26858.0,1.029945
100,1660051312,7,3,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,28689.0,1.350018
100,1660051312,8,8,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,27528.0,1.350018
100,1660051312,9,21,1,1.19,,13.45,1,3FF30A3D70A3D70A,402AE66666666666,25885.0,1.029945
100,1660051312,10,14,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,36766.0,1.350018
100,1660051312,11,47,1,0.89,S,51.69,1,3FEC7AE147AE147B,4049D851EB851EB8,24103.0,0.429959
100,1660051312,12,7,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,27577.0,1.350018
100,1660051312,13,42,1,1.19,,13.45,1,3FF30A3D70A3D70A,402AE66666666666,28096.0,1.029945
100,1660051312,14,14,1,1.79,,51.96,1,3FFCA3D70A3D70A4,4049FAE147AE147B,36314.0,0.8599159999999999
100,1660051312,15,26,1,1.79,,51.96,1,3FFCA3D70A3D70A4,4049FAE147AE147B,30102.0,0.8599159999999999
100,1660051312,16,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,1660051312,17,6,1,1.79,,51.96,0,3FFCA3D70A3D70A4,4049FAE147AE147B,24872.0,0.8599159999999999
100,1660051312,18,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,1660051312,19,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,1660051312,20,56,1,1.29,,4.65,0,3FF4A3D70A3D70A4,401299999999999A,29310.0,1.230015
100,1660051312,21,21,1,1.29,,4.65,1,3FF4A3D70A3D70A4,401299999999999A,29865.0,1.230015
100,1660051312,22,8,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,29262.0,1.350018
100,1660051312,23,31,1,1.19,B,13.45,1,3FF30A3D70A3D70A,402AE66666666666,30365.0,1.029945
100,1660051312,24,8,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,25317.0,1.350018
100,1660051312,25,10,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,27864.0,1.350018
100,1660051312,26,9,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,27664.0,1.350018
100,1660051312,27,26,1,0.99,B,36.36,1,3FEFAE147AE147AE,40422E147AE147AE,27866.0,0.630036
100,1660051312,28,7,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,27537.0,1.350018
100,1660051312,29,2,1,1.79,,24.58,0,3FFCA3D70A3D70A4,4038947AE147AE14,28286.0,1.350018
100,1660051312,30,15,1,1.19,,13.45,1,3FF30A3D70A3D70A,402AE66666666666,31640.0,1.029945
100,1660051312,31,7,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,30608.0,1.350018
100,1660051312,32,11,1,1.79,,24.58,1,3FFCA3D70A3D70A4,4038947AE147AE14,26464.0,1.350018
100,1660051312,33,122,1,0.89,B,51.69,1,3FEC7AE147AE147B,4049D851EB851EB8,28324.0,0.429959
100,1660051312,34,23,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,28234.0,0.789927
100,1660051312,35,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,32034.0,0.0
100,1660051312,36,72,1,0.99,B,20.2,0,3FEFAE147AE147AE,4034333333333333,29842.0,0.7900200000000001
100,1660051312,37,33,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,29076.0,0.7900200000000001
100,1660051312,38,23,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,28563.0,0.7900200000000001
100,1660051312,39,128,1,0.89,B,11.24,1,3FEC7AE147AE147B,40267AE147AE147B,28464.0,0.789964
100,1660051312,40,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,28478.0,0.0
100,1660051312,41,21,1,1.79,,55.87,0,3FFCA3D70A3D70A4,404BEF5C28F5C28F,28420.0,0.789927
100,1660051312,42,6,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,36148.0,0.789927
100,1660051312,43,20,1,1.29,,38.76,1,3FF4A3D70A3D70A4,40436147AE147AE1,28446.0,0.7899960000000001
100,1660051312,44,5,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,28232.0,0.789927
100,1660051312,45,21,1,1.29,,38.76,1,3FF4A3D70A3D70A4,40436147AE147AE1,28462.0,0.7899960000000001
100,1660051312,46,3,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,28675.0,0.789927
100,1660051312,47,126,1,0.99,,20.2,1,3FEFAE147AE147AE,4034333333333333,28538.0,0.7900200000000001
100,1660051312,48,8,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,27113.0,0.789927
100,1660051312,49,7,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,28576.0,0.789927
100,1660051312,50,10,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,29217.0,0.789927
100,1660051312,51,49,1,0.99,,20.2,1,3FEFAE147AE147AE,4034333333333333,32120.0,0.7900200000000001
100,1660051312,52,22,1,1.29,B,38.76,1,3FF4A3D70A3D70A4,40436147AE147AE1,27054.0,0.7899960000000001
100,1660051312,53,27,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,26788.0,0.7900200000000001
100,1660051312,54,30,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,28743.0,0.7900200000000001
100,1660051312,55,57,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,30390.0,0.7900200000000001
100,1660051312,56,45,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,28746.0,0.7900200000000001
100,1660051312,57,27,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,28868.0,0.7900200000000001
100,1660051312,58,45,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,27267.0,0.7900200000000001
100,1660051312,59,90,1,0.89,B,11.24,1,3FEC7AE147AE147B,40267AE147AE147B,30296.0,0.789964
100,1660051312,60,9,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,26082.0,0.789927
100,1660051312,61,10,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,25045.0,0.789927
100,1660051312,62,52,1,1.19,,33.61,1,3FF30A3D70A3D70A,4040CE147AE147AE,40211.0,0.7900409999999999
100,1660051312,63,2,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,24072.0,0.789927
100,1660051312,64,5,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,34436.0,0.789927
100,1660051312,65,3,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,30344.0,0.789927
100,1660051312,66,13,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,31294.0,0.789927
100,1660051312,67,111,1,0.99,B,20.2,1,3FEFAE147AE147AE,4034333333333333,35556.0,0.7900200000000001
100,1660051312,68,446,1,0.69,B,14.49,1,3FE6147AE147AE14,402CFAE147AE147B,26688.0,0.590019
100,1660051312,69,9,1,1.79,,55.87,1,3FFCA3D70A3D70A4,404BEF5C28F5C28F,33731.0,0.789927
100,1660051312,70,16,1,1.29,B,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,26367.0,1.150035
100,1660051312,71,9,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,28787.0,1.429974
100,1660051312,72,11,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,25946.0,1.429974
100,1660051312,73,23,1,1.29,B,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,38719.0,1.150035
100,1660051312,74,7,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,27639.0,1.429974
100,1660051312,75,34,1,1.19,B,20.17,1,3FF30A3D70A3D70A,40342B851EB851EC,26972.0,0.949977
100,1660051312,76,9,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,27634.0,1.429974
100,1660051312,77,17,1,0.99,,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,31617.0,0.5500440000000001
100,1660051312,78,11,1,0.99,B,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,25593.0,0.5500440000000001
100,1660051312,79,28,1,0.99,,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,35430.0,0.5500440000000001
100,1660051312,80,2,1,0.99,B,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,29901.0,0.5500440000000001
100,1660051312,81,33,1,0.99,B,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,31408.0,0.5500440000000001
100,1660051312,82,9,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,27062.0,1.429974
100,1660051312,83,37,1,1.29,,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,27776.0,1.150035
100,1660051312,84,8,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,29014.0,1.429974
100,1660051312,85,3,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,27007.0,1.429974
100,1660051312,86,18,1,1.29,S,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,31683.0,1.150035
100,1660051312,87,9,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,29405.0,1.429974
100,1660051312,88,6,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,28958.0,1.429974
100,1660051312,89,21,1,1.39,B,2.88,1,3FF63D70A3D70A3D,40070A3D70A3D70A,31539.0,1.3499679999999998
100,1660051312,90,10,1,1.89,,24.34,1,3FFE3D70A3D70A3D,4038570A3D70A3D7,29798.0,1.429974
100,1660051312,91,41,1,0.99,S,44.44,1,3FEFAE147AE147AE,40463851EB851EB8,28349.0,0.5500440000000001
100,1660051312,92,15,1,1.09,,20.18,1,3FF170A3D70A3D71,40342E147AE147AE,28523.0,0.8700380000000001
100,1660051312,93,47,1,1.09,,20.18,1,3FF170A3D70A3D71,40342E147AE147AE,28742.0,0.8700380000000001
100,1660051312,94,73,1,1.09,,20.18,1,3FF170A3D70A3D71,40342E147AE147AE,31941.0,0.8700380000000001
100,1660051312,95,54,1,1.09,,20.18,1,3FF170A3D70A3D71,40342E147AE147AE,27720.0,0.8700380000000001
