STORE,UPC,WEEK,MOVE,QTY,PRICE,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
102,1230000010,61,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27213.0,0.0
102,1230000010,62,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,41475.0,0.0
102,1230000010,63,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,25666.0,0.0
102,1230000010,64,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,33696.0,0.0
102,1230000010,65,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,31993.0,0.0
102,1230000010,66,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,33186.0,0.0
102,1230000010,67,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,32848.0,0.0
102,1230000010,68,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,29178.0,0.0
102,1230000010,69,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,33056.0,0.0
102,1230000010,70,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27722.0,0.0
102,1230000010,71,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29509.0,0.0
102,1230000010,72,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27494.0,0.0
102,1230000010,73,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,34137.0,0.0
102,1230000010,74,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29683.0,0.0
102,1230000010,75,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,28200.0,0.0
102,1230000010,76,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,23910.0,0.0
102,1230000010,77,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,32213.0,0.0
102,1230000010,78,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,26458.0,0.0
102,1230000010,79,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,33841.0,0.0
102,1230000010,80,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,31019.0,0.0
102,1230000010,81,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,33504.0,0.0
102,1230000010,82,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,28678.0,0.0
102,1230000010,83,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,28607.0,0.0
102,1230000010,84,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,26681.0,0.0
102,1230000010,85,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,26380.0,0.0
102,1230000010,86,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29428.0,0.0
102,1230000010,87,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29092.0,0.0
102,1230000010,88,3,1,2.23,,64.13,1,4001D70A3D70A3D7,40500851EB851EB8,27187.0,0.7999010000000001
102,1230000010,89,18,1,2.23,,64.13,1,4001D70A3D70A3D7,40500851EB851EB8,30260.0,0.7999010000000001
102,1230000010,90,21,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30903.0,0.8000519999999999
102,1230000010,91,17,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28322.0,0.8000519999999999
102,1230000010,92,28,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28895.0,0.8000519999999999
102,1230000010,93,41,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28515.0,0.8000519999999999
102,1230000010,94,52,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,32101.0,0.8000519999999999
102,1230000010,95,39,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,29078.0,0.8000519999999999
102,1230000010,96,52,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,29629.0,0.8000519999999999
102,1230000010,97,46,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28713.0,0.8000519999999999
102,1230000010,98,48,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30519.0,0.8000519999999999
102,1230000010,99,49,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,31270.0,0.8000519999999999
102,1230000010,100,44,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,27767.0,0.8000519999999999
102,1230000010,101,48,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28846.0,0.8000519999999999
102,1230000010,102,56,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30228.0,0.8000519999999999
102,1230000010,103,63,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30211.0,0.8000519999999999
102,1230000010,104,53,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28268.0,0.8000519999999999
102,1230000010,105,31,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30623.0,0.8000519999999999
102,1230000010,106,37,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,30193.0,0.8000519999999999
102,1230000010,107,40,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,27115.0,0.8000519999999999
102,1230000010,108,43,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,29185.0,0.8000519999999999
102,1230000010,109,34,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,28294.0,0.8000519999999999
102,1230000010,110,57,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,33410.0,0.8000519999999999
102,1230000010,111,22,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,31515.0,0.8000519999999999
102,1230000010,112,44,1,2.28,,64.91,1,40023D70A3D70A3D,40503A3D70A3D70A,27104.0,0.8000519999999999
102,1230000010,113,37,1,2.33,,65.66,1,4002A3D70A3D70A4,40506A3D70A3D70A,28482.0,0.8001220000000001
102,1230000010,114,40,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,27999.0,0.8000400000000002
102,1230000010,115,52,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,36485.0,0.8000400000000002
102,1230000010,116,33,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,24655.0,0.8000400000000002
102,1230000010,117,35,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,28686.0,0.8000400000000002
102,1230000010,118,28,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,29494.0,0.8000400000000002
102,1230000010,119,42,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,31222.0,0.8000400000000002
102,1230000010,120,47,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,27728.0,0.8000400000000002
102,1230000010,121,47,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,28434.0,0.8000400000000002
102,1230000010,122,45,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,25776.0,0.8000400000000002
102,1230000010,123,30,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,28318.0,0.8000400000000002
102,1230000010,124,45,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,28638.0,0.8000400000000002
102,1230000010,125,30,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,27054.0,0.8000400000000002
102,1230000010,126,47,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,26916.0,0.8000400000000002
102,1230000010,127,28,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,30319.0,0.8000400000000002
102,1230000010,128,26,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,26194.0,0.8000400000000002
102,1230000010,129,33,1,2.36,,66.1,1,4002E147AE147AE1,4050866666666666,26600.0,0.8000400000000002
