STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3700063087,1,73,1.06,1,,28.3,1,3FF0F5C28F5C28F6,403C4CCCCCCCCCCD,27163.0,0.76002
100,3700063087,2,72,1.06,1,,28.3,1,3FF0F5C28F5C28F6,403C4CCCCCCCCCCD,33241.0,0.76002
100,3700063087,3,120,1.06,1,,28.3,1,3FF0F5C28F5C28F6,403C4CCCCCCCCCCD,26796.0,0.76002
100,3700063087,4,443,1.06,1,,26.98,1,3FF0F5C28F5C28F6,403AFAE147AE147B,31128.0,0.774012
100,3700063087,5,123,0.89,1,,11.69,1,3FEC7AE147AE147B,40276147AE147AE1,29215.0,0.785959
100,3700063087,6,172,1.06,1,,25.57,1,3FF0F5C28F5C28F6,403991EB851EB852,26858.0,0.788958
100,3700063087,7,393,0.89,1,,11.35,1,3FEC7AE147AE147B,4026B33333333333,28689.0,0.788985
100,3700063087,8,101,0.89,1,B,11.24,1,3FEC7AE147AE147B,40267AE147AE147B,27528.0,0.789964
100,3700063087,9,61,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,25885.0,0.7900180000000001
100,3700063087,10,117,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,36766.0,0.7900180000000001
100,3700063087,11,74,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,24103.0,0.7900180000000001
100,3700063087,12,199,0.96,1,B,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,27577.0,0.7899839999999999
100,3700063087,13,152,0.96,1,B,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,28096.0,0.7899839999999999
100,3700063087,14,97,0.96,1,B,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,36314.0,0.7899839999999999
100,3700063087,15,83,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,30102.0,0.7900180000000001
