STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3828111185,1,106,0.79,1,B,30.38,1,3FE947AE147AE148,403E6147AE147AE1,27163.0,0.549998
100,3828111185,2,83,0.79,1,B,30.38,1,3FE947AE147AE148,403E6147AE147AE1,33241.0,0.549998
100,3828111185,3,81,0.81,1,,32.1,1,3FE9EB851EB851EC,40400CCCCCCCCCCD,26796.0,0.5499900000000001
100,3828111185,4,961,0.69,1,B,20.29,1,3FE6147AE147AE14,40344A3D70A3D70A,31128.0,0.549999
100,3828111185,5,488,0.69,1,,20.29,1,3FE6147AE147AE14,40344A3D70A3D70A,29215.0,0.549999
100,3828111185,6,279,0.69,1,,22.61,1,3FE6147AE147AE14,40369C28F5C28F5C,26858.0,0.533991
100,3828111185,7,5,0.69,1,,21.45,1,3FE6147AE147AE14,4035733333333333,28689.0,0.5419949999999999
100,3828111185,8,52,0.81,1,,32.84,1,3FE9EB851EB851EC,40406B851EB851EC,27528.0,0.543996
100,3828111185,9,60,0.81,1,,32.47,1,3FE9EB851EB851EC,40403C28F5C28F5C,25885.0,0.5469930000000001
100,3828111185,10,75,0.81,1,,32.35,1,3FE9EB851EB851EC,40402CCCCCCCCCCD,36766.0,0.547965
100,3828111185,11,67,0.81,1,,32.1,1,3FE9EB851EB851EC,40400CCCCCCCCCCD,24103.0,0.5499900000000001
100,3828111185,12,81,0.81,1,,32.1,1,3FE9EB851EB851EC,40400CCCCCCCCCCD,27577.0,0.5499900000000001
100,3828111185,13,112,0.75,1,,26.67,1,3FE8000000000000,403AAB851EB851EC,28096.0,0.5499750000000001
100,3828111185,14,116,0.75,1,,26.67,1,3FE8000000000000,403AAB851EB851EC,36314.0,0.5499750000000001
100,3828111185,15,73,0.75,1,,26.67,1,3FE8000000000000,403AAB851EB851EC,30102.0,0.5499750000000001
100,3828111185,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,3828111185,17,7,0.75,1,,26.67,0,3FE8000000000000,403AAB851EB851EC,24872.0,0.5499750000000001
100,3828111185,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,3828111185,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,3828111185,20,81,0.75,1,,26.67,0,3FE8000000000000,403AAB851EB851EC,29310.0,0.5499750000000001
100,3828111185,21,50,0.75,1,,26.67,1,3FE8000000000000,403AAB851EB851EC,29865.0,0.5499750000000001
100,3828111185,22,43,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,29262.0,0.5499780000000001
100,3828111185,23,48,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,30365.0,0.5499780000000001
100,3828111185,24,37,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,25317.0,0.5499780000000001
100,3828111185,25,33,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,27864.0,0.5499780000000001
100,3828111185,26,25,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,27664.0,0.5499780000000001
100,3828111185,27,45,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,27866.0,0.5499780000000001
100,3828111185,28,34,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,27537.0,0.5499780000000001
100,3828111185,29,5,0.78,1,,29.49,0,3FE8F5C28F5C28F6,403D7D70A3D70A3D,28286.0,0.5499780000000001
100,3828111185,30,55,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,31640.0,0.5499780000000001
100,3828111185,31,48,0.78,1,,29.49,1,3FE8F5C28F5C28F6,403D7D70A3D70A3D,30608.0,0.5499780000000001
