STORE,UPC,WEEK,MOVE,QTY,PRICE,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,8000000280,1,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27163.0,0.0
100,8000000280,2,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,33241.0,0.0
100,8000000280,3,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,26796.0,0.0
100,8000000280,4,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,31128.0,0.0
100,8000000280,5,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29215.0,0.0
100,8000000280,6,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,26858.0,0.0
100,8000000280,7,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,28689.0,0.0
100,8000000280,8,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27528.0,0.0
100,8000000280,9,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,25885.0,0.0
100,8000000280,10,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,36766.0,0.0
100,8000000280,11,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,24103.0,0.0
100,8000000280,12,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27577.0,0.0
100,8000000280,13,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,28096.0,0.0
100,8000000280,14,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,36314.0,0.0
100,8000000280,15,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,30102.0,0.0
100,8000000280,16,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,8000000280,17,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,24872.0,0.0
100,8000000280,18,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,8000000280,19,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,8000000280,20,0,1,0.0,,0.0,0,0000000000000000,0000000000000000,29310.0,0.0
100,8000000280,21,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29865.0,0.0
100,8000000280,22,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,29262.0,0.0
100,8000000280,23,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,30365.0,0.0
100,8000000280,24,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,25317.0,0.0
100,8000000280,25,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27864.0,0.0
100,8000000280,26,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27664.0,0.0
100,8000000280,27,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27866.0,0.0
100,8000000280,28,0,1,0.0,,0.0,1,0000000000000000,0000000000000000,27537.0,0.0
