STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3700060571,1,58,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,27163.0,1.18902
100,3700060571,2,70,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,33241.0,1.18902
100,3700060571,3,91,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,26796.0,1.18902
100,3700060571,4,470,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,31128.0,1.18902
100,3700060571,5,197,1.29,1,,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,29215.0,1.188993
100,3700060571,6,96,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,26858.0,1.18902
100,3700060571,7,24,1.29,1,,8.84,1,3FF4A3D70A3D70A4,4021AE147AE147AE,28689.0,1.175964
100,3700060571,8,138,1.29,1,,9.07,1,3FF4A3D70A3D70A4,402223D70A3D70A4,27528.0,1.172997
100,3700060571,9,163,1.29,1,,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,25885.0,1.188993
100,3700060571,10,211,1.29,1,,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,36766.0,1.188993
100,3700060571,11,83,1.29,1,B,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,24103.0,1.188993
100,3700060571,12,103,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,27577.0,1.18902
100,3700060571,13,84,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,28096.0,1.18902
100,3700060571,14,115,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,36314.0,1.18902
100,3700060571,15,128,1.39,1,,14.46,1,3FF63D70A3D70A3D,402CEB851EB851EC,30102.0,1.1890059999999998
100,3700060571,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,3700060571,17,7,1.29,1,,7.83,0,3FF4A3D70A3D70A4,401F51EB851EB852,24872.0,1.188993
100,3700060571,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,3700060571,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,3700060571,20,119,1.55,1,,23.29,0,3FF8CCCCCCCCCCCD,40374A3D70A3D70A,29310.0,1.189005
100,3700060571,21,117,1.55,1,,23.29,1,3FF8CCCCCCCCCCCD,40374A3D70A3D70A,29865.0,1.189005
100,3700060571,22,3596,0.99,1,S,26.06,1,3FEFAE147AE147AE,403A0F5C28F5C28F,29262.0,0.732006
100,3700060571,23,51,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,30365.0,1.11507
100,3700060571,24,140,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,25317.0,1.11507
100,3700060571,25,69,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,27864.0,1.11507
100,3700060571,26,90,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,27664.0,1.11507
100,3700060571,27,141,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,27866.0,1.11507
100,3700060571,28,88,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,27537.0,1.11507
100,3700060571,29,20,1.55,1,,28.06,0,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,28286.0,1.11507
100,3700060571,30,67,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,31640.0,1.11507
100,3700060571,31,74,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,30608.0,1.11507
100,3700060571,32,64,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,26464.0,1.11507
100,3700060571,33,74,1.55,1,,28.06,1,3FF8CCCCCCCCCCCD,403C0F5C28F5C28F,28324.0,1.11507
100,3700060571,34,85,1.55,1,,19.55,1,3FF8CCCCCCCCCCCD,40338CCCCCCCCCCD,28234.0,1.246975
100,3700060571,35,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,32034.0,0.0
100,3700060571,36,58,1.63,1,,29.94,0,3FFA147AE147AE14,403DF0A3D70A3D71,29842.0,1.141978
100,3700060571,37,87,1.63,1,,29.94,1,3FFA147AE147AE14,403DF0A3D70A3D71,29076.0,1.141978
100,3700060571,38,79,1.63,1,,29.94,1,3FFA147AE147AE14,403DF0A3D70A3D71,28563.0,1.141978
100,3700060571,39,48,1.63,1,,29.94,1,3FFA147AE147AE14,403DF0A3D70A3D71,28464.0,1.141978
100,3700060571,40,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,28478.0,0.0
100,3700060571,41,560,1.39,1,,11.8,0,3FF63D70A3D70A3D,402799999999999A,28420.0,1.2259799999999998
100,3700060571,42,193,1.39,1,,11.8,1,3FF63D70A3D70A3D,402799999999999A,36148.0,1.2259799999999998
