STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3828111217,1,287,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,27163.0,0.377986
100,3828111217,2,217,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,33241.0,0.377986
100,3828111217,3,191,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,26796.0,0.377986
100,3828111217,4,396,0.89,2,,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,31128.0,0.3822995
100,3828111217,5,450,0.89,2,,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,29215.0,0.3822995
100,3828111217,6,405,0.89,2,,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,26858.0,0.3822995
100,3828111217,7,446,0.89,2,B,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,28689.0,0.3822995
100,3828111217,8,262,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,27528.0,0.377986
100,3828111217,9,92,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,25885.0,0.377986
100,3828111217,10,246,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,36766.0,0.377986
100,3828111217,11,241,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,24103.0,0.377986
100,3828111217,12,461,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,27577.0,0.377986
100,3828111217,13,435,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,28096.0,0.377986
100,3828111217,14,385,0.49,1,,22.86,1,3FDF5C28F5C28F5C,4036DC28F5C28F5C,36314.0,0.377986
100,3828111217,15,254,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,30102.0,0.378012
100,3828111217,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,3828111217,17,30,0.51,1,,25.88,0,3FE051EB851EB852,4039E147AE147AE1,24872.0,0.378012
100,3828111217,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,3828111217,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,3828111217,20,517,0.51,1,,25.88,0,3FE051EB851EB852,4039E147AE147AE1,29310.0,0.378012
100,3828111217,21,43,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,29865.0,0.378012
100,3828111217,22,192,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,29262.0,0.378012
100,3828111217,23,242,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,30365.0,0.378012
100,3828111217,24,167,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,25317.0,0.378012
100,3828111217,25,157,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,27864.0,0.378012
100,3828111217,26,786,0.89,2,,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,27664.0,0.3822995
100,3828111217,27,549,0.89,2,B,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,27866.0,0.3822995
100,3828111217,28,281,0.89,2,,14.09,1,3FEC7AE147AE147B,402C2E147AE147AE,27537.0,0.3822995
100,3828111217,29,62,0.89,2,,14.09,0,3FEC7AE147AE147B,402C2E147AE147AE,28286.0,0.3822995
100,3828111217,30,244,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,31640.0,0.378012
100,3828111217,31,218,0.51,1,,25.88,1,3FE051EB851EB852,4039E147AE147AE1,30608.0,0.378012
