STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,4200013700,1,271,1.19,1,,7.82,1,3FF30A3D70A3D70A,401F47AE147AE148,27163.0,1.096942
100,4200013700,2,61,1.49,1,,24.7,1,3FF7D70A3D70A3D7,4038B33333333333,33241.0,1.12197
100,4200013700,3,59,1.49,1,,15.17,1,3FF7D70A3D70A3D7,402E570A3D70A3D7,26796.0,1.263967
100,4200013700,4,45,1.49,1,,17.38,1,3FF7D70A3D70A3D7,40316147AE147AE1,31128.0,1.231038
100,4200013700,5,306,1.29,1,B,8.6,1,3FF4A3D70A3D70A4,4021333333333333,29215.0,1.17906
100,4200013700,6,89,1.29,1,,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,26858.0,1.150035
100,4200013700,7,18,1.29,1,B,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,28689.0,1.150035
100,4200013700,8,101,1.29,1,,10.85,1,3FF4A3D70A3D70A4,4025B33333333333,27528.0,1.150035
100,4200013700,9,136,1.39,1,,18.35,1,3FF63D70A3D70A3D,403259999999999A,25885.0,1.134935
100,4200013700,10,131,1.39,1,,19.28,1,3FF63D70A3D70A3D,403347AE147AE148,36766.0,1.122008
100,4200013700,11,45,1.55,1,,16.84,1,3FF8CCCCCCCCCCCD,4030D70A3D70A3D7,24103.0,1.28898
100,4200013700,12,66,1.55,1,,21.74,1,3FF8CCCCCCCCCCCD,4035BD70A3D70A3D,27577.0,1.21303
100,4200013700,13,65,1.55,1,,29.35,1,3FF8CCCCCCCCCCCD,403D59999999999A,28096.0,1.0950749999999998
100,4200013700,14,246,1.39,1,,21.94,1,3FF63D70A3D70A3D,4035F0A3D70A3D71,36314.0,1.0850339999999998
100,4200013700,15,111,1.39,1,B,20.94,1,3FF63D70A3D70A3D,4034F0A3D70A3D71,30102.0,1.098934
100,4200013700,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,4200013700,17,7,1.55,1,,18.32,0,3FF8CCCCCCCCCCCD,403251EB851EB852,24872.0,1.26604
100,4200013700,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,4200013700,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,4200013700,20,1076,1.55,1,,34.97,0,3FF8CCCCCCCCCCCD,40417C28F5C28F5C,29310.0,1.007965
100,4200013700,21,52,1.55,1,,34.97,1,3FF8CCCCCCCCCCCD,40417C28F5C28F5C,29865.0,1.007965
100,4200013700,22,23,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,29262.0,0.989985
100,4200013700,23,27,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,30365.0,0.989985
100,4200013700,24,35,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,25317.0,0.989985
100,4200013700,25,96,1.45,1,B,31.72,1,3FF7333333333333,403FB851EB851EB8,27864.0,0.99006
100,4200013700,26,68,1.45,1,,31.72,1,3FF7333333333333,403FB851EB851EB8,27664.0,0.99006
100,4200013700,27,60,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,27866.0,0.989985
100,4200013700,28,70,1.35,1,,26.67,1,3FF599999999999A,403AAB851EB851EC,27537.0,0.989955
100,4200013700,29,21,1.35,1,,26.67,0,3FF599999999999A,403AAB851EB851EC,28286.0,0.989955
100,4200013700,30,64,1.35,1,,26.67,1,3FF599999999999A,403AAB851EB851EC,31640.0,0.989955
100,4200013700,31,53,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,30608.0,0.989985
100,4200013700,32,50,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,26464.0,0.989985
100,4200013700,33,38,1.55,1,,36.13,1,3FF8CCCCCCCCCCCD,404210A3D70A3D71,28324.0,0.989985
100,4200013700,34,31,1.55,1,,23.68,1,3FF8CCCCCCCCCCCD,4037AE147AE147AE,28234.0,1.18296
100,4200013700,35,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,32034.0,0.0
100,4200013700,36,42,1.63,1,,22.33,0,3FFA147AE147AE14,4036547AE147AE14,29842.0,1.266021
100,4200013700,37,47,1.63,1,,23.01,1,3FFA147AE147AE14,4037028F5C28F5C3,29076.0,1.254937
100,4200013700,38,75,1.63,1,,26.56,1,3FFA147AE147AE14,403A8F5C28F5C28F,28563.0,1.197072
100,4200013700,39,107,1.39,1,,15.97,1,3FF63D70A3D70A3D,402FF0A3D70A3D71,28464.0,1.168017
100,4200013700,40,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,28478.0,0.0
100,4200013700,41,156,1.63,1,,28.4,0,3FFA147AE147AE14,403C666666666666,28420.0,1.16708
100,4200013700,42,50,1.63,1,,25.89,1,3FFA147AE147AE14,4039E3D70A3D70A4,36148.0,1.207993
100,4200013700,43,78,1.63,1,,24.54,1,3FFA147AE147AE14,40388A3D70A3D70A,28446.0,1.229998
100,4200013700,44,332,1.29,1,B,8.99,1,3FF4A3D70A3D70A4,4021FAE147AE147B,28232.0,1.174029
100,4200013700,45,143,1.29,1,,9.3,1,3FF4A3D70A3D70A4,402299999999999A,28462.0,1.17003
100,4200013700,46,86,1.29,1,,9.38,1,3FF4A3D70A3D70A4,4022C28F5C28F5C3,28675.0,1.168998
100,4200013700,47,70,1.63,1,,28.28,1,3FFA147AE147AE14,403C47AE147AE148,28538.0,1.169036
100,4200013700,48,213,1.29,1,B,9.38,1,3FF4A3D70A3D70A4,4022C28F5C28F5C3,27113.0,1.168998
100,4200013700,49,220,1.29,1,,10.93,1,3FF4A3D70A3D70A4,4025DC28F5C28F5C,28576.0,1.149003
100,4200013700,50,130,1.39,1,B,17.55,1,3FF63D70A3D70A3D,40318CCCCCCCCCCD,29217.0,1.1460549999999998
100,4200013700,51,177,1.39,1,B,17.55,1,3FF63D70A3D70A3D,40318CCCCCCCCCCD,32120.0,1.1460549999999998
