STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3700060511,1,57,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,27163.0,1.18902
100,3700060511,2,68,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,33241.0,1.18902
100,3700060511,3,107,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,26796.0,1.18902
100,3700060511,4,429,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,31128.0,1.18902
100,3700060511,5,175,1.29,1,,8.53,1,3FF4A3D70A3D70A4,40210F5C28F5C28F,29215.0,1.179963
100,3700060511,6,87,1.49,1,,21.34,1,3FF7D70A3D70A3D7,4035570A3D70A3D7,26858.0,1.172034
100,3700060511,7,15,1.29,1,B,9.38,1,3FF4A3D70A3D70A4,4022C28F5C28F5C3,28689.0,1.168998
100,3700060511,8,157,1.29,1,B,9.46,1,3FF4A3D70A3D70A4,4022EB851EB851EC,27528.0,1.167966
100,3700060511,9,171,1.29,1,B,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,25885.0,1.188993
100,3700060511,10,124,1.29,1,B,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,36766.0,1.188993
100,3700060511,11,72,1.29,1,,7.83,1,3FF4A3D70A3D70A4,401F51EB851EB852,24103.0,1.188993
100,3700060511,12,132,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,27577.0,1.18902
100,3700060511,13,103,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,28096.0,1.18902
100,3700060511,14,99,1.49,1,,20.2,1,3FF7D70A3D70A3D7,4034333333333333,36314.0,1.18902
100,3700060511,15,145,1.39,1,,14.46,1,3FF63D70A3D70A3D,402CEB851EB851EC,30102.0,1.1890059999999998
100,3700060511,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,3700060511,17,13,1.29,1,,7.83,0,3FF4A3D70A3D70A4,401F51EB851EB852,24872.0,1.188993
100,3700060511,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,3700060511,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,3700060511,20,93,1.55,1,,23.29,0,3FF8CCCCCCCCCCCD,40374A3D70A3D70A,29310.0,1.189005
100,3700060511,21,131,1.55,1,,23.29,1,3FF8CCCCCCCCCCCD,40374A3D70A3D70A,29865.0,1.189005
100,3700060511,22,3974,0.99,1,,20.1,1,3FEFAE147AE147AE,403419999999999A,29262.0,0.7910099999999999
100,3700060511,23,46,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,30365.0,1.126075
100,3700060511,24,110,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,25317.0,1.126075
100,3700060511,25,41,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,27864.0,1.126075
100,3700060511,26,82,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,27664.0,1.126075
100,3700060511,27,131,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,27866.0,1.126075
100,3700060511,28,87,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,27537.0,1.126075
100,3700060511,29,27,1.55,1,,27.35,0,3FF8CCCCCCCCCCCD,403B59999999999A,28286.0,1.126075
100,3700060511,30,57,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,31640.0,1.126075
100,3700060511,31,75,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,30608.0,1.126075
100,3700060511,32,74,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,26464.0,1.126075
100,3700060511,33,81,1.55,1,,27.35,1,3FF8CCCCCCCCCCCD,403B59999999999A,28324.0,1.126075
100,3700060511,34,62,1.55,1,,19.03,1,3FF8CCCCCCCCCCCD,403307AE147AE148,28234.0,1.255035
100,3700060511,35,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,32034.0,0.0
100,3700060511,36,59,1.63,1,,31.66,0,3FFA147AE147AE14,403FA8F5C28F5C29,29842.0,1.113942
100,3700060511,37,58,1.63,1,,26.13,1,3FFA147AE147AE14,403A2147AE147AE1,29076.0,1.204081
100,3700060511,38,78,1.63,1,,26.13,1,3FFA147AE147AE14,403A2147AE147AE1,28563.0,1.204081
100,3700060511,39,59,1.63,1,,26.13,1,3FFA147AE147AE14,403A2147AE147AE1,28464.0,1.204081
100,3700060511,40,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,28478.0,0.0
100,3700060511,41,562,1.39,1,,9.42,0,3FF63D70A3D70A3D,4022D70A3D70A3D7,28420.0,1.259062
100,3700060511,42,217,1.39,1,B,9.42,1,3FF63D70A3D70A3D,4022D70A3D70A3D7,36148.0,1.259062
100,3700060511,43,119,1.39,1,,9.57,1,3FF63D70A3D70A3D,402323D70A3D70A4,28446.0,1.256977
100,3700060511,44,55,1.63,1,,22.88,1,3FFA147AE147AE14,4036E147AE147AE1,28232.0,1.257056
100,3700060511,45,51,1.63,1,,23.37,1,3FFA147AE147AE14,40375EB851EB851F,28462.0,1.249069
100,3700060511,46,110,1.63,1,,23.87,1,3FFA147AE147AE14,4037DEB851EB851F,28675.0,1.240919
100,3700060511,47,482,1.29,1,B,3.8,1,3FF4A3D70A3D70A4,400E666666666666,28538.0,1.24098
100,3700060511,48,146,1.29,1,,2.17,1,3FF4A3D70A3D70A4,40015C28F5C28F5C,27113.0,1.262007
100,3700060511,49,74,1.63,1,,22.58,1,3FFA147AE147AE14,4036947AE147AE14,28576.0,1.261946
100,3700060511,50,49,1.63,1,,22.58,1,3FFA147AE147AE14,4036947AE147AE14,29217.0,1.261946
100,3700060511,51,54,1.63,1,,22.58,1,3FFA147AE147AE14,4036947AE147AE14,32120.0,1.261946
100,3700060511,52,59,1.63,1,,23.87,1,3FFA147AE147AE14,4037DEB851EB851F,27054.0,1.240919
100,3700060511,53,68,1.63,1,,23.87,1,3FFA147AE147AE14,4037DEB851EB851F,26788.0,1.240919
100,3700060511,54,75,1.63,1,,28.16,1,3FFA147AE147AE14,403C28F5C28F5C29,28743.0,1.1709919999999998
100,3700060511,55,260,1.39,1,,12.23,1,3FF63D70A3D70A3D,402875C28F5C28F6,30390.0,1.220003
100,3700060511,56,6934,0.99,1,,10.1,1,3FEFAE147AE147AE,4024333333333333,28746.0,0.89001
100,3700060511,57,2090,0.99,1,B,10.1,1,3FEFAE147AE147AE,4024333333333333,28868.0,0.89001
100,3700060511,58,87,1.63,1,,33.31,1,3FFA147AE147AE14,4040A7AE147AE148,27267.0,1.087047
100,3700060511,59,92,1.63,1,,33.31,1,3FFA147AE147AE14,4040A7AE147AE148,30296.0,1.087047
100,3700060511,60,28,1.63,1,,33.31,1,3FFA147AE147AE14,4040A7AE147AE148,26082.0,1.087047
100,3700060511,61,26,1.63,1,,32.88,1,3FFA147AE147AE14,404070A3D70A3D71,25045.0,1.094056
100,3700060511,62,47,1.63,1,,32.88,1,3FFA147AE147AE14,404070A3D70A3D71,40211.0,1.094056
100,3700060511,63,3,1.63,1,,32.88,1,3FFA147AE147AE14,404070A3D70A3D71,24072.0,1.094056
100,3700060511,64,2,1.63,1,,32.88,1,3FFA147AE147AE14,404070A3D70A3D71,34436.0,1.094056
100,3700060511,65,3,1.63,1,,32.88,1,3FFA147AE147AE14,404070A3D70A3D71,30344.0,1.094056
100,3700060511,66,57,1.53,1,B,28.5,1,3FF87AE147AE147B,403C800000000000,31294.0,1.0939500000000002
100,3700060511,67,71,1.53,1,B,28.5,1,3FF87AE147AE147B,403C800000000000,35556.0,1.0939500000000002
100,3700060511,68,180,1.53,1,,28.5,1,3FF87AE147AE147B,403C800000000000,26688.0,1.0939500000000002
100,3700060511,69,6356,0.89,1,S,12.47,1,3FEC7AE147AE147B,4028F0A3D70A3D71,33731.0,0.779017
100,3700060511,70,77,1.63,1,,41.72,1,3FFA147AE147AE14,4044DC28F5C28F5C,26367.0,0.949964
100,3700060511,71,63,1.63,1,,41.72,1,3FFA147AE147AE14,4044DC28F5C28F5C,28787.0,0.949964
100,3700060511,72,48,1.63,1,,41.72,1,3FFA147AE147AE14,4044DC28F5C28F5C,25946.0,0.949964
100,3700060511,73,46,1.63,1,,41.72,1,3FFA147AE147AE14,4044DC28F5C28F5C,38719.0,0.949964
100,3700060511,74,58,1.63,1,,41.72,1,3FFA147AE147AE14,4044DC28F5C28F5C,27639.0,0.949964
100,3700060511,75,261,1.39,1,,14.75,1,3FF63D70A3D70A3D,402D800000000000,26972.0,1.184975
100,3700060511,76,93,1.63,1,,27.3,1,3FFA147AE147AE14,403B4CCCCCCCCCCD,27634.0,1.18501
100,3700060511,77,93,1.63,1,,27.18,1,3FFA147AE147AE14,403B2E147AE147AE,31617.0,1.186966
