STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
100,3700063037,1,27,1.06,1,,27.74,1,3FF0F5C28F5C28F6,403BBD70A3D70A3D,27163.0,0.7659560000000001
100,3700063037,2,31,1.06,1,,27.74,1,3FF0F5C28F5C28F6,403BBD70A3D70A3D,33241.0,0.7659560000000001
100,3700063037,3,32,1.06,1,,27.74,1,3FF0F5C28F5C28F6,403BBD70A3D70A3D,26796.0,0.7659560000000001
100,3700063037,4,85,1.06,1,,26.7,1,3FF0F5C28F5C28F6,403AB33333333333,31128.0,0.77698
100,3700063037,5,71,0.89,1,,11.57,1,3FEC7AE147AE147B,402723D70A3D70A4,29215.0,0.787027
100,3700063037,6,30,1.06,1,,25.57,1,3FF0F5C28F5C28F6,403991EB851EB852,26858.0,0.788958
100,3700063037,7,215,0.89,1,B,11.35,1,3FEC7AE147AE147B,4026B33333333333,28689.0,0.788985
100,3700063037,8,38,0.89,1,,11.24,1,3FEC7AE147AE147B,40267AE147AE147B,27528.0,0.789964
100,3700063037,9,25,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,25885.0,0.7900180000000001
100,3700063037,10,46,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,36766.0,0.7900180000000001
100,3700063037,11,33,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,24103.0,0.7900180000000001
100,3700063037,12,71,0.96,1,B,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,27577.0,0.7899839999999999
100,3700063037,13,61,0.96,1,,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,28096.0,0.7899839999999999
100,3700063037,14,54,0.96,1,B,17.71,1,3FEEB851EB851EB8,4031B5C28F5C28F6,36314.0,0.7899839999999999
100,3700063037,15,31,1.06,1,,25.47,1,3FF0F5C28F5C28F6,40397851EB851EB8,30102.0,0.7900180000000001
100,3700063037,16,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,27204.0,0.0
100,3700063037,17,196,0.89,1,B,11.24,0,3FEC7AE147AE147B,40267AE147AE147B,24872.0,0.789964
100,3700063037,18,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,26697.0,0.0
100,3700063037,19,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,25860.0,0.0
100,3700063037,20,68,1.06,1,,25.57,0,3FF0F5C28F5C28F6,403991EB851EB852,29310.0,0.788958
100,3700063037,21,21,1.06,1,,27.08,1,3FF0F5C28F5C28F6,403B147AE147AE14,29865.0,0.7729520000000001
100,3700063037,22,35,1.06,1,,23.49,1,3FF0F5C28F5C28F6,40377D70A3D70A3D,29262.0,0.811006
100,3700063037,23,23,1.06,1,,22.74,1,3FF0F5C28F5C28F6,4036BD70A3D70A3D,30365.0,0.818956
100,3700063037,24,30,1.06,1,,22.36,1,3FF0F5C28F5C28F6,40365C28F5C28F5C,25317.0,0.822984
100,3700063037,25,50,1.06,1,,22.36,1,3FF0F5C28F5C28F6,40365C28F5C28F5C,27864.0,0.822984
100,3700063037,26,67,0.89,1,,7.53,1,3FEC7AE147AE147B,401E1EB851EB851F,27664.0,0.822983
100,3700063037,27,57,0.89,1,,7.53,1,3FEC7AE147AE147B,401E1EB851EB851F,27866.0,0.822983
100,3700063037,28,52,0.89,1,B,7.53,1,3FEC7AE147AE147B,401E1EB851EB851F,27537.0,0.822983
100,3700063037,29,20,0.89,1,B,7.53,0,3FEC7AE147AE147B,401E1EB851EB851F,28286.0,0.822983
100,3700063037,30,30,1.06,1,,22.36,1,3FF0F5C28F5C28F6,40365C28F5C28F5C,31640.0,0.822984
100,3700063037,31,62,1.06,1,,22.36,1,3FF0F5C28F5C28F6,40365C28F5C28F5C,30608.0,0.822984
100,3700063037,32,36,1.06,1,,22.36,1,3FF0F5C28F5C28F6,40365C28F5C28F5C,26464.0,0.822984
100,3700063037,33,61,0.89,1,B,7.53,1,3FEC7AE147AE147B,401E1EB851EB851F,28324.0,0.822983
100,3700063037,34,71,0.89,1,B,7.53,1,3FEC7AE147AE147B,401E1EB851EB851F,28234.0,0.822983
