STORE,UPC,WEEK,MOVE,PRICE,QTY,SALE,PROFIT,OK,PRICE_HEX,PROFIT_HEX,CUSTOMCOUNT,COSTPRICE
91,7331025205,1,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14533.0,0.0
91,7331025205,2,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16257.0,0.0
91,7331025205,3,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15003.0,0.0
91,7331025205,4,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16380.0,0.0
91,7331025205,5,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15707.0,0.0
91,7331025205,6,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14609.0,0.0
91,7331025205,7,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16117.0,0.0
91,7331025205,8,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15852.0,0.0
91,7331025205,9,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14798.0,0.0
91,7331025205,10,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,18555.0,0.0
91,7331025205,11,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,13588.0,0.0
91,7331025205,12,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14934.0,0.0
91,7331025205,13,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15426.0,0.0
91,7331025205,14,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,19344.0,0.0
91,7331025205,15,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16605.0,0.0
91,7331025205,16,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15437.0,0.0
91,7331025205,17,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,13459.0,0.0
91,7331025205,18,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14146.0,0.0
91,7331025205,19,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14712.0,0.0
91,7331025205,20,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16183.0,0.0
91,7331025205,21,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15162.0,0.0
91,7331025205,22,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15380.0,0.0
91,7331025205,23,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14920.0,0.0
91,7331025205,24,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14384.0,0.0
91,7331025205,25,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14961.0,0.0
91,7331025205,26,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15059.0,0.0
91,7331025205,27,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16260.0,0.0
91,7331025205,28,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15159.0,0.0
91,7331025205,29,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14819.0,0.0
91,7331025205,30,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,17995.0,0.0
91,7331025205,31,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16845.0,0.0
91,7331025205,32,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,14482.0,0.0
91,7331025205,33,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15269.0,0.0
91,7331025205,34,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15838.0,0.0
91,7331025205,35,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,17380.0,0.0
91,7331025205,36,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15585.0,0.0
91,7331025205,37,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16706.0,0.0
91,7331025205,38,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16423.0,0.0
91,7331025205,39,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16096.0,0.0
91,7331025205,40,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,16498.0,0.0
91,7331025205,41,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15994.0,0.0
91,7331025205,42,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,19748.0,0.0
91,7331025205,43,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15989.0,0.0
91,7331025205,44,0,0.0,1,,0.0,1,0000000000000000,0000000000000000,15357.0,0.0
91,7331025205,45,0,0.0,1,,0.0,0,0000000000000000,0000000000000000,16242.0,0.0
91,7331025205,46,74,0.79,1,,17.22,1,3FE947AE147AE148,40313851EB851EB8,15327.0,0.653962
91,7331025205,47,61,0.79,1,,19.24,0,3FE947AE147AE148,40333D70A3D70A3D,15006.0,0.638004
91,7331025205,48,65,0.87,1,,48.28,1,3FEBD70A3D70A3D7,404823D70A3D70A4,14525.0,0.449964
91,7331025205,49,18,0.87,1,,45.52,1,3FEBD70A3D70A3D7,4046C28F5C28F5C3,15043.0,0.4739759999999999
91,7331025205,50,25,0.87,1,,42.07,1,3FEBD70A3D70A3D7,404508F5C28F5C29,15660.0,0.503991
91,7331025205,51,195,0.79,1,,41.27,1,3FE947AE147AE148,4044A28F5C28F5C3,16671.0,0.4639669999999999
91,7331025205,52,38,0.87,1,,31.15,1,3FEBD70A3D70A3D7,403F266666666666,14079.0,0.5989949999999999
91,7331025205,53,39,0.87,1,,31.26,1,3FEBD70A3D70A3D7,403F428F5C28F5C3,14541.0,0.598038
91,7331025205,54,30,0.87,1,,41.61,1,3FEBD70A3D70A3D7,4044CE147AE147AE,15449.0,0.507993
91,7331025205,55,50,0.87,1,,41.61,1,3FEBD70A3D70A3D7,4044CE147AE147AE,16742.0,0.507993
91,7331025205,56,58,0.87,1,,41.61,1,3FEBD70A3D70A3D7,4044CE147AE147AE,14863.0,0.507993
